,year,wtem,wpre,country,g,region,regyear,dummy_gdp,dev,parent
Nepal-2000,2000,20.41722298,15.84609032,Nepal,3.650309897,SEAS,SEAS 2000,1,dev 2000,NP
Nepal-2001,2001,20.7582798,14.88438797,Nepal,3.271360325,SEAS,SEAS 2001,1,dev 2001,NP
Nepal-2002,2002,20.83309937,15.57179832,Nepal,-2.737102522,SEAS,SEAS 2002,1,dev 2002,NP
Nepal-2003,2003,20.58581543,14.92034531,Nepal,1.242658721,SEAS,SEAS 2003,1,dev 2003,NP
Netherlands-1961,1961,10.39315796,8.94162941,Netherlands,-1.02271557,WEOFF,WEOFF 1961,0,dev,NL
Netherlands-1962,1962,8.635818481,7.121881962,Netherlands,5.194863939,WEOFF,WEOFF 1962,0,dev,NL
Netherlands-1963,1963,8.384824753,6.682859898,Netherlands,2.21455966,WEOFF,WEOFF 1963,0,dev,NL
Netherlands-1964,1964,9.670158386,6.687646866,Netherlands,6.613508609,WEOFF,WEOFF 1964,0,dev,NL
Netherlands-1965,1965,9.314951897,9.436707497,Netherlands,3.74017791,WEOFF,WEOFF 1965,0,dev,NL
Netherlands-1966,1966,9.9927845,10.03371143,Netherlands,1.403238192,WEOFF,WEOFF 1966,0,dev,NL
Netherlands-1967,1967,10.40959263,7.914476395,Netherlands,4.011771677,WEOFF,WEOFF 1967,0,dev,NL
Netherlands-1968,1968,9.612665176,7.869346619,Netherlands,5.176367656,WEOFF,WEOFF 1968,0,dev,NL
Netherlands-1969,1969,9.603541374,6.624222279,Netherlands,5.075321169,WEOFF,WEOFF 1969,0,dev,NL
Netherlands-1970,1970,9.564019203,8.056484222,Netherlands,4.296097383,WEOFF,WEOFF 1970,0,dev,NL
Netherlands-1971,1971,9.990346909,5.370163441,Netherlands,3.159256465,WEOFF,WEOFF 1971,0,dev,NL
Netherlands-1972,1972,9.369879723,6.412962437,Netherlands,1.613403689,WEOFF,WEOFF 1972,0,dev,NL
Netherlands-1973,1973,9.745654106,6.744740963,Netherlands,3.977526729,WEOFF,WEOFF 1973,0,dev,NL
Netherlands-1974,1974,10.03787518,7.761379242,Netherlands,3.22327952,WEOFF,WEOFF 1974,0,dev,NL
Netherlands-1975,1975,10.18060493,6.016393185,Netherlands,-0.714400317,WEOFF,WEOFF 1975,0,dev,NL
Netherlands-1976,1976,10.15071392,4.905949116,Netherlands,3.604328433,WEOFF,WEOFF 1976,0,dev,NL
Netherlands-1977,1977,9.981585503,8.056812286,Netherlands,1.880037075,WEOFF,WEOFF 1977,0,dev,NL
Netherlands-1978,1978,9.302034378,10.18872261,Netherlands,1.835459124,WEOFF,WEOFF 1978,0,dev,NL
Netherlands-1979,1979,8.716917038,7.638753891,Netherlands,1.134699027,WEOFF,WEOFF 1979,0,dev,NL
Netherlands-1980,1980,9.461584091,7.543968201,Netherlands,0.874255981,WEOFF,WEOFF 1980,0,dev,NL
Netherlands-1981,1981,9.64180851,8.178858757,Netherlands,-1.198492251,WEOFF,WEOFF 1981,0,dev,NL
Netherlands-1982,1982,10.30368996,7.264730453,Netherlands,-1.753646799,WEOFF,WEOFF 1982,0,dev,NL
Netherlands-1983,1983,10.3180294,7.675938129,Netherlands,1.366136311,WEOFF,WEOFF 1983,0,dev,NL
Netherlands-1984,1984,9.660766602,7.850539684,Netherlands,2.675850312,WEOFF,WEOFF 1984,0,dev,NL
Netherlands-1985,1985,8.753269196,7.089436054,Netherlands,2.151019974,WEOFF,WEOFF 1985,0,dev,NL
Netherlands-1986,1986,9.125984192,7.608680248,Netherlands,2.526735752,WEOFF,WEOFF 1986,0,dev,NL
Netherlands-1987,1987,8.976138115,7.935939312,Netherlands,1.197535834,WEOFF,WEOFF 1987,0,dev,NL
Netherlands-1988,1988,10.5600729,8.487178802,Netherlands,2.291007723,WEOFF,WEOFF 1988,0,dev,NL
Netherlands-1989,1989,10.93966579,5.985934734,Netherlands,4.072729202,WEOFF,WEOFF 1989,0,dev,NL
Netherlands-1990,1990,11.04525566,7.695198536,Netherlands,3.292680071,WEOFF,WEOFF 1990,0,dev,NL
Netherlands-1991,1991,9.798168182,6.16551733,Netherlands,1.590720322,WEOFF,WEOFF 1991,0,dev,NL
Netherlands-1992,1992,10.78329086,8.055119514,Netherlands,0.76438181,WEOFF,WEOFF 1992,0,dev,NL
Netherlands-1993,1993,9.806064606,8.501213074,Netherlands,-0.014796711,WEOFF,WEOFF 1993,0,dev,NL
Netherlands-1994,1994,10.80480099,9.038445473,Netherlands,2.158797516,WEOFF,WEOFF 1994,0,dev,NL
Netherlands-1995,1995,10.52960968,7.154533386,Netherlands,2.476502726,WEOFF,WEOFF 1995,0,dev,NL
Netherlands-1996,1996,8.654242516,5.974358559,Netherlands,2.626084792,WEOFF,WEOFF 1996,0,dev,NL
Netherlands-1997,1997,10.35638428,6.184603214,Netherlands,3.188393089,WEOFF,WEOFF 1997,0,dev,NL
Netherlands-1998,1998,10.24955177,9.362277985,Netherlands,3.676141901,WEOFF,WEOFF 1998,0,dev,NL
Netherlands-1999,1999,10.92278099,8.185647964,Netherlands,3.23864095,WEOFF,WEOFF 1999,0,dev,NL
Netherlands-2000,2000,10.92038822,9.064920425,Netherlands,2.64878187,WEOFF,WEOFF 2000,0,dev,NL
Netherlands-2001,2001,10.44610023,9.590848923,Netherlands,0.662033356,WEOFF,WEOFF 2001,0,dev,NL
Netherlands-2002,2002,10.7421217,8.373657227,Netherlands,-0.562260951,WEOFF,WEOFF 2002,0,dev,NL
Netherlands-2003,2003,10.41307545,6.192768574,Netherlands,-0.604701364,WEOFF,WEOFF 2003,0,dev,NL
New Zealand-1961,1961,11.80867863,11.98911667,New Zealand,3.521948633,WEOFF,WEOFF 1961,0,dev,NZ
New Zealand-1962,1962,12.49158001,13.99121284,New Zealand,-0.428871847,WEOFF,WEOFF 1962,0,dev,NZ
New Zealand-1963,1963,11.59971237,10.81668663,New Zealand,4.082792542,WEOFF,WEOFF 1963,0,dev,NZ
New Zealand-1964,1964,11.66409492,11.73769665,New Zealand,2.789211753,WEOFF,WEOFF 1964,0,dev,NZ
New Zealand-1965,1965,11.36212635,13.45052719,New Zealand,6.036193525,WEOFF,WEOFF 1965,0,dev,NZ
New Zealand-1966,1966,11.55034447,12.92798519,New Zealand,4.251014384,WEOFF,WEOFF 1966,0,dev,NZ
New Zealand-1967,1967,11.76257229,11.99444866,New Zealand,-6.475901276,WEOFF,WEOFF 1967,0,dev,NZ
New Zealand-1968,1968,11.73305988,12.99672413,New Zealand,-0.926058097,WEOFF,WEOFF 1968,0,dev,NZ
New Zealand-1969,1969,11.64953995,10.63451767,New Zealand,7.690475496,WEOFF,WEOFF 1969,0,dev,NZ
New Zealand-1970,1970,12.40331936,12.34497643,New Zealand,-1.993264045,WEOFF,WEOFF 1970,0,dev,NZ
New Zealand-1971,1971,12.48066139,12.15600681,New Zealand,2.517070304,WEOFF,WEOFF 1971,0,dev,NZ
New Zealand-1972,1972,11.81070423,11.0935154,New Zealand,3.324565952,WEOFF,WEOFF 1972,0,dev,NZ
New Zealand-1973,1973,12.43441105,10.14163971,New Zealand,5.667379475,WEOFF,WEOFF 1973,0,dev,NZ
New Zealand-1974,1974,12.57109165,11.59262085,New Zealand,3.54633171,WEOFF,WEOFF 1974,0,dev,NZ
New Zealand-1975,1975,12.39474106,12.63786697,New Zealand,-3.808772976,WEOFF,WEOFF 1975,0,dev,NZ
New Zealand-1976,1976,11.5355463,12.74152184,New Zealand,0.150009497,WEOFF,WEOFF 1976,0,dev,NZ
New Zealand-1977,1977,11.46896553,12.55274963,New Zealand,-4.304764166,WEOFF,WEOFF 1977,0,dev,NZ
New Zealand-1978,1978,12.38237095,10.97390175,New Zealand,-0.660687802,WEOFF,WEOFF 1978,0,dev,NZ
New Zealand-1979,1979,12.2542963,12.97274971,New Zealand,0.319262095,WEOFF,WEOFF 1979,0,dev,NZ
New Zealand-1980,1980,11.86522961,10.56953239,New Zealand,0.762710892,WEOFF,WEOFF 1980,0,dev,NZ
New Zealand-1981,1981,12.30939674,10.44408131,New Zealand,2.178454361,WEOFF,WEOFF 1981,0,dev,NZ
New Zealand-1982,1982,11.63897991,9.943893433,New Zealand,3.096520679,WEOFF,WEOFF 1982,0,dev,NZ
New Zealand-1983,1983,11.65676689,10.56251907,New Zealand,1.424522798,WEOFF,WEOFF 1983,0,dev,NZ
New Zealand-1984,1984,12.21136475,11.7416048,New Zealand,3.85380042,WEOFF,WEOFF 1984,0,dev,NZ
New Zealand-1985,1985,12.20186806,11.5969305,New Zealand,0.194918022,WEOFF,WEOFF 1985,0,dev,NZ
New Zealand-1986,1986,12.1422987,11.91059971,New Zealand,1.904798131,WEOFF,WEOFF 1986,0,dev,NZ
New Zealand-1987,1987,12.07688236,11.12168217,New Zealand,-0.437743423,WEOFF,WEOFF 1987,0,dev,NZ
New Zealand-1988,1988,12.3062067,12.14945507,New Zealand,-1.482010268,WEOFF,WEOFF 1988,0,dev,NZ
New Zealand-1989,1989,12.348032,11.59266949,New Zealand,-0.853162287,WEOFF,WEOFF 1989,0,dev,NZ
New Zealand-1990,1990,12.47762966,11.97338486,New Zealand,-1.484687762,WEOFF,WEOFF 1990,0,dev,NZ
New Zealand-1991,1991,11.77051735,12.5620327,New Zealand,-2.675401294,WEOFF,WEOFF 1991,0,dev,NZ
New Zealand-1992,1992,11.31797409,12.75304127,New Zealand,0.059954995,WEOFF,WEOFF 1992,0,dev,NZ
New Zealand-1993,1993,11.32308865,10.07397366,New Zealand,5.099956825,WEOFF,WEOFF 1993,0,dev,NZ
New Zealand-1994,1994,10.96237087,10.90786934,New Zealand,3.860452039,WEOFF,WEOFF 1994,0,dev,NZ
New Zealand-1995,1995,12.11229897,13.57829094,New Zealand,2.628042538,WEOFF,WEOFF 1995,0,dev,NZ
New Zealand-1996,1996,11.87290192,12.67516613,New Zealand,1.880612822,WEOFF,WEOFF 1996,0,dev,NZ
New Zealand-1997,1997,11.53747082,8.182980537,New Zealand,0.152170567,WEOFF,WEOFF 1997,0,dev,NZ
New Zealand-1998,1998,12.83876419,8.187187195,New Zealand,-0.426949655,WEOFF,WEOFF 1998,0,dev,NZ
New Zealand-1999,1999,12.53153706,3.647537947,New Zealand,4.609494797,WEOFF,WEOFF 1999,0,dev,NZ
New Zealand-2000,2000,12.16926765,8.150510788,New Zealand,1.529145049,WEOFF,WEOFF 2000,0,dev,NZ
New Zealand-2001,2001,12.21439648,8.891377449,New Zealand,3.281490223,WEOFF,WEOFF 2001,0,dev,NZ
New Zealand-2002,2002,11.96829033,8.46289444,New Zealand,3.059530287,WEOFF,WEOFF 2002,0,dev,NZ
New Zealand-2003,2003,11.9375,9.840361595,New Zealand,1.73415586,WEOFF,WEOFF 2003,0,dev,NZ
Nicaragua-1961,1961,25.32624626,16.31451988,Nicaragua,3.952517513,LAC,LAC 1961,0,dev,NU
Nicaragua-1962,1962,25.08623886,16.2298317,Nicaragua,7.856498741,LAC,LAC 1962,0,dev,NU
Nicaragua-1963,1963,25.00845909,15.34592533,Nicaragua,6.26630889,LAC,LAC 1963,0,dev,NU
Nicaragua-1964,1964,24.95853233,15.4892416,Nicaragua,7.323307478,LAC,LAC 1964,0,dev,NU
Nicaragua-1965,1965,25.17459106,13.81230068,Nicaragua,5.414038192,LAC,LAC 1965,0,dev,NU
Nicaragua-1966,1966,25.05305099,18.81732178,Nicaragua,0.052077181,LAC,LAC 1966,0,dev,NU
Nicaragua-1967,1967,24.60817146,14.81786442,Nicaragua,3.549517615,LAC,LAC 1967,0,dev,NU
Nicaragua-1968,1968,24.51401329,18.99144363,Nicaragua,-1.857101676,LAC,LAC 1968,0,dev,NU
Nicaragua-1969,1969,24.88395309,19.35453033,Nicaragua,2.842442731,LAC,LAC 1969,0,dev,NU
Nicaragua-1970,1970,24.50605202,17.86426926,Nicaragua,-1.888037337,LAC,LAC 1970,0,dev,NU
Nicaragua-1971,1971,24.22999382,16.70962334,Nicaragua,-0.001205743,LAC,LAC 1971,0,dev,NU
Nicaragua-1972,1972,25.03115463,12.72303867,Nicaragua,-1.065519003,LAC,LAC 1972,0,dev,NU
Nicaragua-1973,1973,24.81508446,18.90672684,Nicaragua,2.955658339,LAC,LAC 1973,0,dev,NU
Nicaragua-1974,1974,24.40309906,15.70125961,Nicaragua,10.0147139,LAC,LAC 1974,0,dev,NU
Nicaragua-1975,1975,24.42633057,16.75667381,Nicaragua,-3.394250802,LAC,LAC 1975,0,dev,NU
Nicaragua-1976,1976,24.73504257,13.20349979,Nicaragua,1.859833988,LAC,LAC 1976,0,dev,NU
Nicaragua-1977,1977,25.25303841,14.05302334,Nicaragua,4.848570599,LAC,LAC 1977,0,dev,NU
Nicaragua-1978,1978,25.03567314,17.3651619,Nicaragua,-11.30931443,LAC,LAC 1978,0,dev,NU
Nicaragua-1979,1979,25.01328468,19.9727459,Nicaragua,-33.85144976,LAC,LAC 1979,0,dev,NU
Nicaragua-1980,1980,25.01321983,19.20881653,Nicaragua,1.481207604,LAC,LAC 1980,0,dev,NU
Nicaragua-1981,1981,25.07977676,19.52968597,Nicaragua,2.254537424,LAC,LAC 1981,0,dev,NU
Nicaragua-1982,1982,25.19519234,16.11483192,Nicaragua,-3.729208533,LAC,LAC 1982,0,dev,NU
Nicaragua-1983,1983,25.73752022,14.63229752,Nicaragua,1.68805769,LAC,LAC 1983,0,dev,NU
Nicaragua-1984,1984,25.22953033,15.11831474,Nicaragua,-4.28061637,LAC,LAC 1984,0,dev,NU
Nicaragua-1985,1985,25.52574539,14.51147556,Nicaragua,-6.735604563,LAC,LAC 1985,0,dev,NU
Nicaragua-1986,1986,25.19317055,14.35379887,Nicaragua,-3.443261871,LAC,LAC 1986,0,dev,NU
Nicaragua-1987,1987,25.92963219,12.85220432,Nicaragua,-3.007270608,LAC,LAC 1987,0,dev,NU
Nicaragua-1988,1988,25.65726852,19.44554901,Nicaragua,-15.53913855,LAC,LAC 1988,0,dev,NU
Nicaragua-1989,1989,25.7770462,13.56214714,Nicaragua,-3.984955744,LAC,LAC 1989,0,dev,NU
Nicaragua-1990,1990,26.23376083,14.28131104,Nicaragua,-2.446666873,LAC,LAC 1990,0,dev,NU
Nicaragua-1991,1991,26.15402603,16.51536369,Nicaragua,-2.645178044,LAC,LAC 1991,0,dev,NU
Nicaragua-1992,1992,26.08898354,15.59714031,Nicaragua,-2.137821814,LAC,LAC 1992,0,dev,NU
Nicaragua-1993,1993,26.07740593,15.48443699,Nicaragua,-2.919276784,LAC,LAC 1993,0,dev,NU
Nicaragua-1994,1994,25.5200901,11.55448246,Nicaragua,0.8341099,LAC,LAC 1994,0,dev,NU
Nicaragua-1995,1995,25.77249718,20.26730347,Nicaragua,3.423554388,LAC,LAC 1995,0,dev,NU
Nicaragua-1996,1996,25.84448814,16.97492981,Nicaragua,4.073553652,LAC,LAC 1996,0,dev,NU
Nicaragua-1997,1997,27.62931442,8.901304245,Nicaragua,1.906995787,LAC,LAC 1997,0,dev,NU
Nicaragua-1998,1998,28.19810486,11.565238,Nicaragua,1.755620735,LAC,LAC 1998,0,dev,NU
Nicaragua-1999,1999,27.24771309,13.90458488,Nicaragua,5.004883943,LAC,LAC 1999,0,dev,NU
Nicaragua-2000,2000,27.08511353,10.63419914,Nicaragua,2.320017071,LAC,LAC 2000,0,dev,NU
Nicaragua-2001,2001,27.13666725,9.982841492,Nicaragua,1.481264078,LAC,LAC 2001,0,dev,NU
Nicaragua-2002,2002,27.33160019,12.62472343,Nicaragua,-0.421881858,LAC,LAC 2002,0,dev,NU
Nicaragua-2003,2003,27.51104736,11.9244318,Nicaragua,1.57993737,LAC,LAC 2003,0,dev,NU
Niger-1961,1961,26.99566078,6.142278194,Niger,1.698072923,SSAF,SSAF 1961,1,dev 1961,NG
Niger-1962,1962,27.89594841,5.430273056,Niger,6.983199036,SSAF,SSAF 1962,1,dev 1962,NG
Niger-1963,1963,28.23973274,4.837722778,Niger,6.17043975,SSAF,SSAF 1963,1,dev 1963,NG
Niger-1964,1964,27.94469452,6.05347538,Niger,-2.726577033,SSAF,SSAF 1964,1,dev 1964,NG
Niger-1965,1965,27.60949898,5.434634686,Niger,3.828437664,SSAF,SSAF 1965,1,dev 1965,NG
Niger-1966,1966,27.86293602,5.260904789,Niger,-3.249462797,SSAF,SSAF 1966,1,dev 1966,NG
Niger-1967,1967,27.72090912,5.274368286,Niger,-2.753493568,SSAF,SSAF 1967,1,dev 1967,NG
Niger-1968,1968,28.02848053,4.144107819,Niger,-2.507103697,SSAF,SSAF 1968,1,dev 1968,NG
Niger-1969,1969,28.7658577,4.674612999,Niger,-8.550565578,SSAF,SSAF 1969,1,dev 1969,NG
Niger-1970,1970,28.08012199,4.495283127,Niger,0.080008394,SSAF,SSAF 1970,1,dev 1970,NG
Niger-1971,1971,27.95636368,3.961600304,Niger,2.572846316,SSAF,SSAF 1971,1,dev 1971,NG
Niger-1972,1972,28.47154427,3.39713788,Niger,-8.274465959,SSAF,SSAF 1972,1,dev 1972,NG
Niger-1973,1973,28.84418106,3.057213306,Niger,-21.67825949,SSAF,SSAF 1973,1,dev 1973,NG
Niger-1974,1974,27.62583351,4.760691643,Niger,5.406456456,SSAF,SSAF 1974,1,dev 1974,NG
Niger-1975,1975,27.51775742,4.609585285,Niger,-5.853489432,SSAF,SSAF 1975,1,dev 1975,NG
Niger-1976,1976,27.87296295,4.720495701,Niger,-2.359895843,SSAF,SSAF 1976,1,dev 1976,NG
Niger-1977,1977,27.60320473,4.567708969,Niger,4.427950157,SSAF,SSAF 1977,1,dev 1977,NG
Niger-1978,1978,27.90366936,5.626946926,Niger,9.577524975,SSAF,SSAF 1978,1,dev 1978,NG
Niger-1979,1979,28.14012146,4.769613266,Niger,3.832722773,SSAF,SSAF 1979,1,dev 1979,NG
Niger-1980,1980,28.21182632,4.938662529,Niger,-5.335027142,SSAF,SSAF 1980,1,dev 1980,NG
Niger-1981,1981,27.8682251,3.950552702,Niger,-2.476626273,SSAF,SSAF 1981,1,dev 1981,NG
Niger-1982,1982,28.21953964,3.743928909,Niger,-1.480257493,SSAF,SSAF 1982,1,dev 1982,NG
Niger-1983,1983,28.07366943,3.59734869,Niger,-7.96425114,SSAF,SSAF 1983,1,dev 1983,NG
Niger-1984,1984,28.44732285,2.953398228,Niger,-21.52589277,SSAF,SSAF 1984,1,dev 1984,NG
Niger-1985,1985,28.23928642,3.673797607,Niger,4.329240732,SSAF,SSAF 1985,1,dev 1985,NG
Niger-1986,1986,28.3484745,4.080462456,Niger,3.045510198,SSAF,SSAF 1986,1,dev 1986,NG
Niger-1987,1987,28.84866524,2.953674793,Niger,-3.057497985,SSAF,SSAF 1987,1,dev 1987,NG
Niger-1988,1988,28.10792542,4.982919216,Niger,3.534210688,SSAF,SSAF 1988,1,dev 1988,NG
Niger-1989,1989,27.48095512,4.423118114,Niger,-2.205184807,SSAF,SSAF 1989,1,dev 1989,NG
Niger-1990,1990,28.65716934,3.69475317,Niger,-4.422605806,SSAF,SSAF 1990,1,dev 1990,NG
Niger-1991,1991,28.25699806,5.012696743,Niger,-0.647009839,SSAF,SSAF 1991,1,dev 1991,NG
Niger-1992,1992,27.68298912,4.653060436,Niger,-9.858553447,SSAF,SSAF 1992,1,dev 1992,NG
Niger-1993,1993,28.38739204,3.743931055,Niger,-1.707045071,SSAF,SSAF 1993,1,dev 1993,NG
Niger-1994,1994,27.88173103,5.99435091,Niger,0.72288367,SSAF,SSAF 1994,1,dev 1994,NG
Niger-1995,1995,28.302948,4.48754406,Niger,-0.705788057,SSAF,SSAF 1995,1,dev 1995,NG
Niger-1996,1996,28.6030426,4.16339159,Niger,0.008510814,SSAF,SSAF 1996,1,dev 1996,NG
Niger-1997,1997,28.54163361,3.76296711,Niger,-0.695163168,SSAF,SSAF 1997,1,dev 1997,NG
Niger-1998,1998,28.965168,5.192112923,Niger,6.46662545,SSAF,SSAF 1998,1,dev 1998,NG
Niger-1999,1999,28.49916267,5.200535774,Niger,-4.025506624,SSAF,SSAF 1999,1,dev 1999,NG
Niger-2000,2000,28.00892258,4.364723206,Niger,-4.862551522,SSAF,SSAF 2000,1,dev 2000,NG
Niger-2001,2001,28.1696682,4.919868469,Niger,3.436043466,SSAF,SSAF 2001,1,dev 2001,NG
Niger-2002,2002,28.61545372,4.257849216,Niger,-0.457984051,SSAF,SSAF 2002,1,dev 2002,NG
Niger-2003,2003,28.61273956,5.559916973,Niger,1.794659312,SSAF,SSAF 2003,1,dev 2003,NG
Nigeria-1961,1961,26.24342918,12.47859478,Nigeria,-2.111914893,SSAF,SSAF 1961,1,dev 1961,NI
Nigeria-1962,1962,26.53852272,14.98619747,Nigeria,1.697990072,SSAF,SSAF 1962,1,dev 1962,NI
Nigeria-1963,1963,26.90128326,15.14240742,Nigeria,5.889802676,SSAF,SSAF 1963,1,dev 1963,NI
Nigeria-1964,1964,26.52344704,13.1290741,Nigeria,2.476216931,SSAF,SSAF 1964,1,dev 1964,NI
Nigeria-1965,1965,26.53753281,14.22888851,Nigeria,2.399862964,SSAF,SSAF 1965,1,dev 1965,NI
Nigeria-1966,1966,26.6613903,13.97880459,Nigeria,-6.732625846,SSAF,SSAF 1966,1,dev 1966,NI
Nigeria-1967,1967,26.50170517,12.80547142,Nigeria,-19.54262592,SSAF,SSAF 1967,1,dev 1967,NI
Nigeria-1968,1968,26.69112396,14.58562565,Nigeria,-3.686349548,SSAF,SSAF 1968,1,dev 1968,NI
Nigeria-1969,1969,27.00584221,14.25577736,Nigeria,19.22827728,SSAF,SSAF 1969,1,dev 1969,NI
Nigeria-1970,1970,26.80312157,13.06015491,Nigeria,19.86702477,SSAF,SSAF 1970,1,dev 1970,NI
Nigeria-1971,1971,26.57630539,12.59253311,Nigeria,10.8584055,SSAF,SSAF 1971,1,dev 1971,NI
Nigeria-1972,1972,26.59430313,12.23631954,Nigeria,0.846385156,SSAF,SSAF 1972,1,dev 1972,NI
Nigeria-1973,1973,27.1127739,11.49093914,Nigeria,2.735658181,SSAF,SSAF 1973,1,dev 1973,NI
Nigeria-1974,1974,26.26058006,13.13884926,Nigeria,7.955400709,SSAF,SSAF 1974,1,dev 1974,NI
Nigeria-1975,1975,26.22992516,12.88513756,Nigeria,-8.131088669,SSAF,SSAF 1975,1,dev 1975,NI
Nigeria-1976,1976,26.5411396,13.0031786,Nigeria,5.745769396,SSAF,SSAF 1976,1,dev 1976,NI
Nigeria-1977,1977,26.79128075,11.59170914,Nigeria,2.823989118,SSAF,SSAF 1977,1,dev 1977,NI
Nigeria-1978,1978,26.63435936,14.56162834,Nigeria,-9.004143491,SSAF,SSAF 1978,1,dev 1978,NI
Nigeria-1979,1979,26.89875221,13.85219669,Nigeria,3.522044682,SSAF,SSAF 1979,1,dev 1979,NI
Nigeria-1980,1980,26.85804176,14.49613094,Nigeria,1.203189367,SSAF,SSAF 1980,1,dev 1980,NI
Nigeria-1981,1981,26.52019501,12.59095573,Nigeria,-16.86882531,SSAF,SSAF 1981,1,dev 1981,NI
Nigeria-1982,1982,26.54048729,12.04447269,Nigeria,-2.940393265,SSAF,SSAF 1982,1,dev 1982,NI
Nigeria-1983,1983,26.64334869,10.01470089,Nigeria,-8.105639209,SSAF,SSAF 1983,1,dev 1983,NI
Nigeria-1984,1984,26.70534706,12.27206039,Nigeria,-7.631065771,SSAF,SSAF 1984,1,dev 1984,NI
Nigeria-1985,1985,26.70473862,12.87897205,Nigeria,6.501419968,SSAF,SSAF 1985,1,dev 1985,NI
Nigeria-1986,1986,26.60096169,12.06625843,Nigeria,-0.349147716,SSAF,SSAF 1986,1,dev 1986,NI
Nigeria-1987,1987,27.23018646,12.1946106,Nigeria,-3.580481769,SSAF,SSAF 1987,1,dev 1987,NI
Nigeria-1988,1988,26.72594452,13.3903017,Nigeria,6.53850502,SSAF,SSAF 1988,1,dev 1988,NI
Nigeria-1989,1989,26.23989868,12.68097782,Nigeria,4.058258458,SSAF,SSAF 1989,1,dev 1989,NI
Nigeria-1990,1990,27.04897499,13.14794636,Nigeria,5.011076894,SSAF,SSAF 1990,1,dev 1990,NI
Nigeria-1991,1991,26.70786476,14.38176918,Nigeria,1.811634465,SSAF,SSAF 1991,1,dev 1991,NI
Nigeria-1992,1992,26.36338997,12.43867588,Nigeria,0.073543447,SSAF,SSAF 1992,1,dev 1992,NI
Nigeria-1993,1993,26.71857262,12.80210972,Nigeria,-0.585577012,SSAF,SSAF 1993,1,dev 1993,NI
Nigeria-1994,1994,26.54198265,13.16202545,Nigeria,-2.609148857,SSAF,SSAF 1994,1,dev 1994,NI
Nigeria-1995,1995,26.7954731,14.51224422,Nigeria,-0.180943878,SSAF,SSAF 1995,1,dev 1995,NI
Nigeria-1996,1996,26.96908951,14.17671108,Nigeria,1.620915672,SSAF,SSAF 1996,1,dev 1996,NI
Nigeria-1997,1997,26.90361595,14.16600323,Nigeria,0.134511392,SSAF,SSAF 1997,1,dev 1997,NI
Nigeria-1998,1998,27.51925468,12.73136711,Nigeria,-0.610473336,SSAF,SSAF 1998,1,dev 1998,NI
Nigeria-1999,1999,27.06996727,13.88361359,Nigeria,-1.324642743,SSAF,SSAF 1999,1,dev 1999,NI
Nigeria-2000,2000,26.73072815,11.92124939,Nigeria,2.890137857,SSAF,SSAF 2000,1,dev 2000,NI
Nigeria-2001,2001,26.85037804,11.54608727,Nigeria,0.73315372,SSAF,SSAF 2001,1,dev 2001,NI
Nigeria-2002,2002,27.18076324,12.99307728,Nigeria,-0.735235884,SSAF,SSAF 2002,1,dev 2002,NI
Nigeria-2003,2003,27.24975014,11.9022398,Nigeria,7.92966835,SSAF,SSAF 2003,1,dev 2003,NI
Norway-1961,1961,4.112411022,10.76459408,Norway,5.278938995,WEOFF,WEOFF 1961,0,dev,NO
Norway-1962,1962,2.446190119,10.5101347,Norway,1.974714344,WEOFF,WEOFF 1962,0,dev,NO
Norway-1963,1963,2.734711409,9.592240334,Norway,2.94894554,WEOFF,WEOFF 1963,0,dev,NO
Norway-1964,1964,3.474667549,10.85690022,Norway,4.153876039,WEOFF,WEOFF 1964,0,dev,NO
Norway-1965,1965,2.642363787,9.599933624,Norway,4.368016419,WEOFF,WEOFF 1965,0,dev,NO
Norway-1966,1966,2.255723,10.40456772,Norway,2.914012896,WEOFF,WEOFF 1966,0,dev,NO
Norway-1967,1967,3.539623976,12.63601875,Norway,5.219152296,WEOFF,WEOFF 1967,0,dev,NO
Norway-1968,1968,2.880155563,8.917603493,Norway,1.340444815,WEOFF,WEOFF 1968,0,dev,NO
Norway-1969,1969,3.058771133,8.730729103,Norway,3.571682465,WEOFF,WEOFF 1969,0,dev,NO
Norway-1970,1970,2.541982889,9.369196892,Norway,1.305993865,WEOFF,WEOFF 1970,0,dev,NO
Norway-1971,1971,3.68315506,10.64131832,Norway,4.335017373,WEOFF,WEOFF 1971,0,dev,NO
Norway-1972,1972,3.836600304,9.007574081,Norway,4.201948188,WEOFF,WEOFF 1972,0,dev,NO
Norway-1973,1973,3.864283323,10.65508556,Norway,3.609293197,WEOFF,WEOFF 1973,0,dev,NO
Norway-1974,1974,4.545525074,9.721114159,Norway,3.502545334,WEOFF,WEOFF 1974,0,dev,NO
Norway-1975,1975,4.779028893,10.49220657,Norway,4.545200853,WEOFF,WEOFF 1975,0,dev,NO
Norway-1976,1976,3.384946585,8.109477997,Norway,5.224593545,WEOFF,WEOFF 1976,0,dev,NO
Norway-1977,1977,3.186373234,9.133223534,Norway,3.757504169,WEOFF,WEOFF 1977,0,dev,NO
Norway-1978,1978,2.766415358,8.997261047,Norway,3.033364284,WEOFF,WEOFF 1978,0,dev,NO
Norway-1979,1979,2.185214043,10.05062008,Norway,4.039420503,WEOFF,WEOFF 1979,0,dev,NO
Norway-1980,1980,2.746571064,9.283977509,Norway,4.389791886,WEOFF,WEOFF 1980,0,dev,NO
